uid,group,join_dt,device
1000959,B,2023-01-29,A
1000960,B,2023-01-25,I
1000961,B,2023-02-02,I
1000962,B,2023-01-26,A
1000963,B,2023-01-30,A
1000964,B,2023-01-25,A
1000965,B,2023-01-25,A
1000966,A,2023-01-29,I
1000967,B,2023-01-28,I
1000968,B,2023-02-03,A
1000969,A,2023-01-28,I
1000970,A,2023-01-26,I
1000971,A,2023-01-27,I
1000972,A,2023-01-25,I
1000973,B,2023-01-26,A
1000974,B,2023-01-28,A
1000975,A,2023-02-04,I
1000977,B,2023-02-04,I
1000978,B,2023-02-01,A
1000979,B,2023-01-29,I
1000980,A,2023-01-26,I
1000981,A,2023-01-26,I
1000982,B,2023-01-25,A
1000984,B,2023-01-25,A
1000985,B,2023-01-25,
1000986,A,2023-01-27,A
1000987,A,2023-01-28,I
1000988,B,2023-01-29,I
1000989,B,2023-01-26,A
1000990,B,2023-01-31,A
1000991,A,2023-01-27,I
1000992,B,2023-01-27,A
1000993,B,2023-01-28,A
1000994,A,2023-01-27,A
1000995,A,2023-01-25,I
1000996,B,2023-01-25,A
1000997,B,2023-01-28,I
1000998,B,2023-01-25,I
1000999,A,2023-01-29,A
1001000,A,2023-01-27,A
1001001,B,2023-01-25,A
1001002,B,2023-01-25,I
1001003,A,2023-01-30,A
1001004,A,2023-01-27,A
1001005,A,2023-01-30,I
1001006,B,2023-02-02,A
1001007,A,2023-02-01,I
1001008,A,2023-02-04,A
1001009,A,2023-01-27,A
1001010,A,2023-01-27,A
1001011,B,2023-01-25,A
1001012,A,2023-01-25,A
1001013,A,2023-01-30,A
1001014,A,2023-01-25,A
1001015,A,2023-01-31,A
1001016,B,2023-01-25,A
1001017,B,2023-01-30,I
1001018,A,2023-01-27,A
1001019,B,2023-01-27,A
1001020,A,2023-01-25,A
1001021,B,2023-02-06,I
1001022,A,2023-01-28,A
1001023,A,2023-01-25,A
1001024,A,2023-01-27,I
1001025,B,2023-01-26,I
1001026,A,2023-02-02,I
1001027,A,2023-01-28,A
1001028,A,2023-01-27,I
1001029,B,2023-01-25,I
1001030,A,2023-01-26,A
1001031,B,2023-02-02,A
1001032,A,2023-01-29,A
1001033,A,2023-01-28,A
1001034,B,2023-02-01,A
1001035,A,2023-01-28,A
1001036,B,2023-01-28,I
1001037,B,2023-01-31,I
1001038,B,2023-02-03,I
1001039,B,2023-02-06,I
1001040,B,2023-01-26,I
1001041,A,2023-01-27,I
1001042,B,2023-01-25,A
1001043,B,2023-01-26,A
1001044,A,2023-02-03,I
1001045,A,2023-01-26,I
1001046,B,2023-01-28,I
1001047,A,2023-01-30,A
1001048,A,2023-01-28,I
1001049,A,2023-02-01,A
1001050,B,2023-01-25,I
1001051,A,2023-02-02,I
1001052,A,2023-01-25,I
1001053,A,2023-01-25,A
1001054,B,2023-01-26,A
1001055,A,2023-01-27,A
1001056,A,2023-01-27,I
1001057,A,2023-01-28,I
1001058,B,2023-01-27,I
1001059,A,2023-01-30,A
1001060,A,2023-01-27,A
1001061,A,2023-01-25,A
1001062,A,2023-01-25,I
1001063,A,2023-01-26,I
1001064,B,2023-01-26,A
1001065,A,2023-02-01,A
1001066,A,2023-01-27,A
1001067,A,2023-01-30,I
1001068,B,2023-02-01,A
1001069,A,2023-02-01,A
1001070,A,2023-01-25,A
1001071,B,2023-01-27,A
1001072,A,2023-01-26,A
1001073,B,2023-01-25,I
1001074,A,2023-01-27,I
1001075,A,2023-01-26,A
1001076,A,2023-01-29,A
1001077,A,2023-01-30,I
1001078,A,2023-01-31,I
1001079,A,2023-01-26,A
1001080,B,2023-02-02,I
1001081,A,2023-01-28,A
1001082,A,2023-01-26,I
1001083,B,2023-01-25,A
1001084,A,2023-01-27,I
1001085,A,2023-02-01,A
1001086,A,2023-01-28,A
1001087,B,2023-01-26,A
1001088,A,2023-01-27,I
1001089,B,2023-02-01,A
1001090,A,2023-01-25,I
1001091,A,2023-01-28,I
1001092,A,2023-01-25,A
1001093,A,2023-01-26,A
1001094,B,2023-01-25,A
1001095,A,2023-01-25,A
1001096,A,2023-01-27,I
1001097,B,2023-01-27,I
1001098,A,2023-01-26,A
1001099,A,2023-01-31,A
1001100,B,2023-01-29,I
1001101,B,2023-02-03,A
1001102,B,2023-01-25,I
1001103,A,2023-01-26,A
1001104,B,2023-01-25,I
1001105,B,2023-01-25,A
1001106,A,2023-01-30,A
1001107,A,2023-01-29,I
1001108,B,2023-01-28,A
1001109,B,2023-02-02,I
1001110,A,2023-01-25,A
1001111,B,2023-02-05,A
1001112,A,2023-01-25,A
1001113,A,2023-01-25,A
1001114,B,2023-01-25,A
1001115,B,2023-01-28,A
1001116,A,2023-01-26,I
1001117,B,2023-01-25,A
1001118,A,2023-01-28,I
1001119,A,2023-01-28,A
1001120,B,2023-02-01,A
1001121,A,2023-01-31,A
1001122,B,2023-01-25,A
1001123,B,2023-01-26,A
1001124,A,2023-01-26,I
1001125,B,2023-01-26,A
1001127,B,2023-01-28,A
1001128,B,2023-01-28,I
1001129,B,2023-01-27,A
1001130,B,2023-02-06,I
1001131,B,2023-01-25,A
1001132,A,2023-01-28,A
1001133,B,2023-01-28,I
1001134,B,2023-01-26,I
1001135,B,2023-01-29,A
1001136,A,2023-01-27,A
1001137,B,2023-01-27,I
1001138,B,2023-01-25,A
1001139,A,2023-01-27,A
1001140,A,2023-01-26,A
1001141,A,2023-01-28,A
1001142,B,2023-02-05,I
1001143,A,2023-01-26,A
1001144,A,2023-02-01,A
1001145,A,2023-01-26,A
1001146,B,2023-01-30,I
1001147,A,2023-01-28,A
1001148,A,2023-01-26,A
1001149,A,2023-01-30,A
1001150,B,2023-02-04,A
1001151,B,2023-01-29,A
1001152,A,2023-02-05,A
1001153,B,2023-01-26,I
1001154,B,2023-01-26,A
1001155,A,2023-02-04,A
1001156,B,2023-01-25,A
1001158,A,2023-01-31,A
1001159,A,2023-01-27,I
1001160,A,2023-01-25,A
1001161,A,2023-01-29,A
1001162,B,2023-01-27,A
1001163,A,2023-01-25,
1001164,A,2023-01-28,A
1001165,B,2023-01-26,A
1001166,A,2023-01-30,A
1001167,A,2023-01-25,I
1001168,B,2023-01-26,I
1001169,A,2023-01-25,A
1001170,B,2023-01-26,A
1001171,B,2023-01-26,
1001172,A,2023-01-25,A
1001173,B,2023-01-31,I
1001174,A,2023-01-25,I
1001175,B,2023-01-31,A
1001176,A,2023-01-27,A
1001177,B,2023-01-26,A
1001178,B,2023-01-28,A
1001179,A,2023-01-30,A
1001180,A,2023-01-25,I
1001181,B,2023-01-26,A
1001182,A,2023-01-25,A
1001183,A,2023-02-04,A
1001184,B,2023-01-25,A
1001185,B,2023-01-28,A
1001186,A,2023-02-01,A
1001187,B,2023-01-31,A
1001188,B,2023-01-26,A
1001189,B,2023-01-28,A
1001190,A,2023-01-26,A
1001191,B,2023-01-27,A
1001192,A,2023-01-25,A
1001193,A,2023-02-02,I
1001194,B,2023-01-30,A
1001195,A,2023-02-05,I
1001196,B,2023-02-06,I
1001197,B,2023-01-28,
1001198,A,2023-01-29,A
1001199,B,2023-01-25,A
1001200,B,2023-01-27,A
1001201,A,2023-01-26,I
1001202,A,2023-02-04,A
1001203,A,2023-01-30,A
1001204,A,2023-01-31,A
1001205,B,2023-01-27,I
1001206,B,2023-01-27,I
1001207,B,2023-01-29,A
1001208,A,2023-01-26,I
1001209,A,2023-01-27,A
1001210,A,2023-01-26,I
1001211,A,2023-02-01,A
1001212,B,2023-01-27,I
1001213,B,2023-01-25,A
1001214,B,2023-01-31,I
1001215,B,2023-01-25,I
1001216,B,2023-01-26,A
1001217,B,2023-02-01,A
1001218,B,2023-01-28,I
1001219,B,2023-02-02,I
1001220,B,2023-02-05,A
1001221,B,2023-01-25,I
1001222,B,2023-01-28,I
1001224,B,2023-02-01,I
1001225,B,2023-01-25,I
1001226,B,2023-01-27,A
1001227,B,2023-01-31,A
1001228,B,2023-01-31,I
1001229,B,2023-01-25,I
1001230,B,2023-01-26,A
1001231,B,2023-01-28,A
1001232,A,2023-01-30,A
1001233,B,2023-01-25,I
1001234,A,2023-01-30,A
1001235,B,2023-02-02,A
1001236,A,2023-01-31,A
1001237,B,2023-02-03,A
1001238,B,2023-01-26,A
1001239,B,2023-01-31,A
1001240,A,2023-01-25,A
1001241,A,2023-01-28,A
1001242,A,2023-01-29,A
1001243,B,2023-01-26,A
1001244,A,2023-01-28,I
1001245,B,2023-02-04,I
1001246,B,2023-01-26,I
1001247,A,2023-01-25,A
1001248,B,2023-01-25,I
1001249,B,2023-01-28,I
1001250,A,2023-02-03,I
1001251,A,2023-02-03,I
1001252,A,2023-01-25,A
1001253,B,2023-01-26,A
1001254,B,2023-01-26,A
1001255,A,2023-02-02,I
1001256,B,2023-01-30,I
1001257,A,2023-01-26,I
1001258,B,2023-01-28,A
1001259,B,2023-01-28,I
1001260,A,2023-02-05,A
1001261,A,2023-01-26,I
1001262,A,2023-01-25,A
1001263,A,2023-01-28,A
1001264,A,2023-01-25,A
1001265,A,2023-01-30,I
1001266,B,2023-01-29,A
1001267,A,2023-01-26,A
1001268,B,2023-01-27,A
1001269,A,2023-01-25,A
1001270,B,2023-01-28,A
1001271,B,2023-01-25,A
1001272,B,2023-01-25,I
1001273,B,2023-02-02,A
1001274,B,2023-01-25,A
1001275,B,2023-01-28,A
1001276,A,2023-01-26,A
1001277,A,2023-01-26,I
1001279,B,2023-01-25,I
1001281,A,2023-02-05,I
1001282,B,2023-01-25,A
1001283,A,2023-02-04,A
1001284,B,2023-02-06,A
1001285,B,2023-01-26,I
1001286,B,2023-01-29,I
1001287,A,2023-01-25,I
1001288,B,2023-01-28,A
1001289,B,2023-01-31,A
1001290,B,2023-01-26,A
1001291,B,2023-01-26,A
1001292,B,2023-01-27,A
1001293,B,2023-01-25,A
1001294,A,2023-01-25,A
1001295,A,2023-01-29,I
1001296,B,2023-01-26,I
1001297,A,2023-01-25,A
1001298,A,2023-01-28,I
1001299,B,2023-01-30,A
1001300,A,2023-01-31,A
1001301,B,2023-02-05,I
1001302,B,2023-01-25,A
1001303,B,2023-01-26,A
1001305,B,2023-01-25,I
1001306,B,2023-01-27,I
1001307,A,2023-01-25,A
1001308,A,2023-02-02,A
1001309,A,2023-01-25,A
1001310,B,2023-01-25,I
1001311,A,2023-01-26,I
1001312,B,2023-01-29,A
1001314,B,2023-01-25,I
1001315,A,2023-01-25,A
1001316,A,2023-01-28,A
1001317,A,2023-02-02,A
1001318,B,2023-01-28,I
1001319,B,2023-01-28,A
1001320,B,2023-01-28,I
1001321,B,2023-01-25,I
1001322,A,2023-01-26,I
1001323,B,2023-02-05,A
1001324,B,2023-01-26,I
1001325,A,2023-01-25,A
1001326,A,2023-01-30,A
1001327,A,2023-01-25,A
1001328,B,2023-01-25,A
1001329,A,2023-01-29,A
1001330,B,2023-01-26,I
1001331,A,2023-01-26,A
1001332,A,2023-01-26,A
1001333,A,2023-01-31,I
1001334,B,2023-01-26,I
1001335,A,2023-01-25,A
1001336,A,2023-01-30,I
1001337,B,2023-01-30,A
1001338,B,2023-01-29,I
1001339,A,2023-01-26,A
1001340,B,2023-01-28,A
1001341,A,2023-01-25,A
1001342,A,2023-02-03,A
1001343,B,2023-01-27,A
1001344,B,2023-01-25,A
1001345,A,2023-02-02,I
1001346,A,2023-01-26,I
1001347,A,2023-01-27,I
1001348,B,2023-01-27,A
1001349,B,2023-02-03,A
1001350,B,2023-01-27,I
1001351,A,2023-01-31,A
1001352,B,2023-01-28,A
1001353,B,2023-01-25,A
1001354,B,2023-01-27,A
1001355,B,2023-01-31,A
1001356,A,2023-02-01,I
1001357,A,2023-01-27,A
1001358,B,2023-01-27,I
1001359,B,2023-01-25,A
1001360,B,2023-02-04,A
1001361,A,2023-02-04,A
1001362,B,2023-01-28,A
1001363,A,2023-01-28,A
1001364,B,2023-02-06,A
1001365,A,2023-01-25,I
1001366,A,2023-02-03,A
1001367,B,2023-01-26,I
1001368,B,2023-02-01,A
1001369,B,2023-01-25,A
1001370,A,2023-01-27,A
1001371,B,2023-01-25,A
1001372,A,2023-01-25,A
1001373,A,2023-01-29,I
1001374,A,2023-02-03,A
1001375,A,2023-02-04,A
1001376,A,2023-01-31,I
1001377,A,2023-01-31,A
1001378,A,2023-01-25,I
1001379,A,2023-02-05,A
1001380,A,2023-02-02,I
1001381,A,2023-01-28,I
1001382,B,2023-01-25,A
1001383,B,2023-02-04,I
1001384,B,2023-02-03,A
1001385,A,2023-01-25,A
1001386,A,2023-02-02,A
1001387,A,2023-02-04,I
1001388,A,2023-01-29,
1001389,A,2023-01-26,A
1001390,B,2023-01-28,A
1001391,A,2023-01-26,I
1001392,A,2023-02-01,A
1001393,B,2023-01-29,A
1001394,A,2023-01-25,A
1001395,A,2023-01-25,A
1001396,A,2023-01-27,A
1001397,A,2023-01-31,A
1001398,A,2023-01-25,A
1001399,A,2023-02-04,I
1001400,B,2023-01-29,I
1001401,A,2023-02-01,I
1001402,B,2023-01-30,A
1001403,B,2023-01-28,A
1001404,B,2023-02-04,A
1001405,B,2023-02-05,A
1001406,B,2023-01-30,A
1001407,A,2023-02-05,A
1001408,A,2023-01-28,A
1001409,B,2023-01-26,A
1001411,B,2023-02-05,A
1001412,A,2023-01-28,
1001413,A,2023-01-27,A
1001414,A,2023-01-25,I
1001415,A,2023-01-28,A
1001416,B,2023-01-25,A
1001417,A,2023-01-26,A
1001418,A,2023-01-25,A
1001419,B,2023-02-06,A
1001420,A,2023-01-26,A
1001421,B,2023-01-25,I
1001422,B,2023-01-26,A
1001423,B,2023-01-25,I
1001424,B,2023-01-26,A
1001425,B,2023-01-25,A
1001426,B,2023-01-30,I
1001427,B,2023-01-25,I
1001428,B,2023-01-25,A
1001429,A,2023-02-03,I
1001430,A,2023-01-27,A
1001431,A,2023-01-25,I
1001432,A,2023-01-25,A
1001433,A,2023-01-25,A
1001434,B,2023-02-05,I
1001435,B,2023-01-27,I
1001436,A,2023-01-28,I
1001437,A,2023-01-31,I
1001438,B,2023-01-30,A
1001439,A,2023-01-26,I
1001440,B,2023-01-25,A
1001441,B,2023-01-27,I
1001442,A,2023-01-30,A
1001443,B,2023-01-28,A
1001444,B,2023-01-28,A
1001445,B,2023-01-25,I
1001446,A,2023-02-05,A
1001447,A,2023-01-25,I
1001448,A,2023-01-27,A
1001449,B,2023-01-25,A
1001450,A,2023-01-26,A
1001451,B,2023-01-31,I
1001452,A,2023-01-27,A
1001453,B,2023-01-25,A
1001454,B,2023-01-26,I
1001455,B,2023-01-26,I
1001456,B,2023-02-04,A
1001457,A,2023-01-25,A
1001458,A,2023-01-31,A
1001459,B,2023-01-25,A
1001460,A,2023-01-28,I
1001461,A,2023-01-29,I
1001462,A,2023-01-26,A
1001463,B,2023-01-27,A
1001464,B,2023-01-26,A
1001465,A,2023-01-25,A
1001466,B,2023-01-27,A
1001467,B,2023-02-04,A
1001468,B,2023-01-26,A
1001469,B,2023-02-03,A
1001470,A,2023-01-29,I
1001471,B,2023-01-25,I
1001472,A,2023-01-25,A
1001473,A,2023-01-25,I
1001474,A,2023-01-26,A
1001475,B,2023-01-28,A
1001477,B,2023-01-25,I
1001478,A,2023-01-28,A
1001479,B,2023-01-30,A
1001480,B,2023-01-26,A
1001481,B,2023-02-01,A
1001482,B,2023-01-31,I
1001483,B,2023-02-04,I
1001484,B,2023-02-01,I
1001485,B,2023-02-01,A
1001486,B,2023-01-28,A
1001487,B,2023-02-02,A
1001488,B,2023-01-29,I
1001489,A,2023-01-25,A
1001490,B,2023-01-28,A
1001491,B,2023-01-26,A
1001492,B,2023-01-26,A
1001493,B,2023-01-26,I
1001494,B,2023-02-04,A
1001495,B,2023-01-25,A
1001496,B,2023-01-28,I
1001497,B,2023-01-29,A
1001498,A,2023-01-25,A
1001499,B,2023-01-28,I
1001500,B,2023-01-31,I
1001501,B,2023-02-03,A
1001502,A,2023-01-28,A
1001503,A,2023-01-27,I
1001504,A,2023-01-26,A
1001505,A,2023-01-30,A
1001506,B,2023-01-31,A
1001507,B,2023-01-26,A
1001508,B,2023-02-05,I
1001509,A,2023-01-31,I
1001510,A,2023-02-02,A
1001511,B,2023-01-29,A
1001512,A,2023-01-25,I
1001513,A,2023-02-06,I
1001514,B,2023-01-27,A
1001515,A,2023-01-27,A
1001516,A,2023-01-26,A
1001517,A,2023-01-25,A
1001518,A,2023-01-25,A
1001519,B,2023-01-25,I
1001520,B,2023-01-25,A
1001521,A,2023-01-29,A
1001522,B,2023-02-04,A
1001523,B,2023-01-29,I
1001524,B,2023-01-26,I
1001525,A,2023-02-03,A
1001526,A,2023-01-25,I
1001527,B,2023-02-06,A
1001528,B,2023-01-29,A
1001529,A,2023-01-30,A
1001530,B,2023-01-29,A
1001531,B,2023-01-26,I
1001532,A,2023-01-30,
1001533,A,2023-01-26,A
1001534,A,2023-01-29,I
1001535,B,2023-01-27,I
1001536,B,2023-01-25,A
1001537,B,2023-01-25,A
1001538,B,2023-01-31,A
1001539,B,2023-01-28,A
1001540,A,2023-01-31,I
1001541,B,2023-01-28,A
1001542,B,2023-01-25,I
1001543,A,2023-01-28,A
1001544,B,2023-01-27,I
1001545,B,2023-01-25,A
1001546,B,2023-02-06,A
1001547,A,2023-01-27,I
1001548,A,2023-01-31,I
1001549,A,2023-01-29,I
1001550,B,2023-01-26,A
1001551,B,2023-01-25,A
1001552,B,2023-01-25,A
1001553,B,2023-01-27,I
1001554,A,2023-01-25,A
1001555,B,2023-01-29,I
1001556,B,2023-02-02,A
1001557,B,2023-01-26,I
1001558,A,2023-01-25,A
1001559,B,2023-01-25,A
1001560,B,2023-01-31,I
1001561,A,2023-02-01,I
1001562,A,2023-01-28,A
1001563,A,2023-01-25,I
1001564,A,2023-01-27,A
1001565,B,2023-01-27,I
1001566,B,2023-01-25,A
1001567,B,2023-01-27,I
1001568,A,2023-01-25,A
1001569,A,2023-01-25,A
1001570,B,2023-01-29,A
1001571,B,2023-01-28,A
1001572,A,2023-01-28,A
1001573,B,2023-02-03,A
1001574,A,2023-01-25,I
1001575,A,2023-01-28,A
1001576,B,2023-01-28,I
1001577,A,2023-01-25,I
1001578,B,2023-01-25,A
1001579,A,2023-01-26,A
1001580,B,2023-01-29,A
1001581,B,2023-01-26,A
1001582,B,2023-01-30,I
1001583,A,2023-01-25,I
1001584,B,2023-01-26,A
1001585,B,2023-01-27,A
1001586,A,2023-02-04,A
1001587,B,2023-01-29,A
1001588,B,2023-01-27,A
1001589,B,2023-02-04,A
1001590,A,2023-01-25,A
1001591,A,2023-01-26,A
1001592,B,2023-01-27,I
1001593,B,2023-01-26,A
1001594,A,2023-01-27,A
1001595,B,2023-01-25,I
1001596,A,2023-01-30,I
1001597,A,2023-01-26,I
1001598,B,2023-01-31,A
1001599,B,2023-01-25,I
1001600,A,2023-01-25,A
1001601,B,2023-01-28,I
1001602,B,2023-01-29,A
1001603,B,2023-01-28,A
1001604,A,2023-02-01,A
1001605,A,2023-01-25,A
1001606,B,2023-01-25,I
1001607,A,2023-01-26,A
1001608,A,2023-01-27,I
1001609,B,2023-01-26,A
1001610,A,2023-01-30,A
1001611,A,2023-02-05,A
1001612,B,2023-02-03,I
1001613,A,2023-02-03,I
1001614,A,2023-01-26,I
1001615,B,2023-01-27,I
1001616,B,2023-01-26,A
1001617,B,2023-01-30,A
1001618,B,2023-01-26,A
1001619,B,2023-01-25,A
1001620,A,2023-02-01,A
1001621,B,2023-01-27,I
1001622,A,2023-02-03,A
1001623,A,2023-01-28,I
1001624,B,2023-01-28,A
1001625,B,2023-01-25,A
1001626,B,2023-01-27,I
1001627,B,2023-01-28,I
1001628,A,2023-01-27,I
1001629,B,2023-01-27,I
1001630,B,2023-01-27,A
1001631,A,2023-01-25,I
1001632,B,2023-01-26,A
1001633,A,2023-01-25,A
1001634,A,2023-01-25,A
1001635,A,2023-01-27,A
1001636,A,2023-01-28,A
1001637,A,2023-01-25,I
1001638,B,2023-01-26,I
1001639,B,2023-01-25,A
1001640,B,2023-02-05,I
1001641,A,2023-01-29,A
1001642,A,2023-01-26,A
1001643,A,2023-01-26,A
1001644,A,2023-01-30,I
1001645,A,2023-01-25,A
1001646,A,2023-01-28,A
1001647,A,2023-01-26,A
1001648,A,2023-02-02,I
1001649,A,2023-01-25,A
1001650,B,2023-02-02,A
1001651,A,2023-01-25,I
1001652,A,2023-02-01,A
1001653,A,2023-02-05,A
1001654,A,2023-01-30,I
1001655,B,2023-01-25,A
1001656,B,2023-01-26,A
1001657,B,2023-01-27,I
1001658,A,2023-02-01,A
1001659,B,2023-01-27,I
1001660,A,2023-02-05,A
1001661,A,2023-01-26,A
1001662,A,2023-01-27,I
1001663,A,2023-01-25,A
1001664,B,2023-01-26,A
1001665,B,2023-01-28,I
1001666,A,2023-01-28,A
1001667,A,2023-01-27,A
1001668,A,2023-02-02,A
1001669,A,2023-01-25,A
1001670,B,2023-01-25,A
1001671,A,2023-01-25,A
1001672,A,2023-02-06,A
1001673,B,2023-01-26,A
1001674,B,2023-01-25,A
1001675,A,2023-01-25,I
1001676,B,2023-01-27,I
1001677,B,2023-01-25,A
1001678,B,2023-01-25,A
1001679,B,2023-01-25,A
1001680,B,2023-02-03,A
1001681,A,2023-01-25,A
1001682,B,2023-01-28,I
1001683,A,2023-01-26,I
1001684,B,2023-01-27,I
1001685,B,2023-01-26,A
1001686,B,2023-01-25,A
1001687,B,2023-01-26,A
1001688,B,2023-02-02,A
1001689,B,2023-01-25,A
1001690,B,2023-01-25,A
1001691,A,2023-02-04,A
1001692,B,2023-01-30,A
1001693,B,2023-01-25,A
1001694,B,2023-01-27,I
1001695,A,2023-01-30,A
1001696,B,2023-01-30,A
1001697,A,2023-01-25,I
1001698,B,2023-02-05,I
1001699,A,2023-01-30,I
1001700,B,2023-01-30,I
1001701,B,2023-01-28,A
1001702,A,2023-01-27,A
1001703,B,2023-01-25,I
1001704,B,2023-01-25,A
1001705,A,2023-01-25,I
1001706,A,2023-01-26,A
1001707,A,2023-02-02,I
1001708,B,2023-01-26,I
1001709,B,2023-01-25,I
1001710,B,2023-02-05,A
1001711,B,2023-01-26,A
1001712,A,2023-01-29,I
1001713,A,2023-01-26,A
1001714,B,2023-02-05,I
1001715,A,2023-01-25,I
1001716,B,2023-02-03,A
1001717,B,2023-01-25,A
1001718,B,2023-01-25,A
1001719,A,2023-02-04,A
1001720,A,2023-01-25,I
1001721,B,2023-01-25,A
1001722,A,2023-01-26,A
1001723,B,2023-01-28,A
1001724,A,2023-02-04,A
1001725,A,2023-01-25,I
1001726,B,2023-01-25,A
1001727,B,2023-02-05,A
1001728,B,2023-01-26,I
1001729,B,2023-01-25,I
1001730,B,2023-01-25,A
1001731,B,2023-02-05,A
1001732,B,2023-01-31,A
1001733,B,2023-01-27,I
1001734,A,2023-01-27,A
1001735,A,2023-01-26,A
1001736,B,2023-01-28,A
1001737,A,2023-01-25,A
1001738,A,2023-02-04,A
1001739,A,2023-01-27,A
1001740,A,2023-01-27,I
1001741,B,2023-01-26,A
1001742,B,2023-02-04,A
1001743,A,2023-01-26,I
1001744,B,2023-01-26,A
1001745,B,2023-02-02,I
1001746,A,2023-01-26,A
1001747,B,2023-01-25,I
1001748,A,2023-01-25,A
1001749,A,2023-01-28,A
1001750,A,2023-01-27,A
1001751,A,2023-02-06,A
1001752,A,2023-01-25,A
1001753,A,2023-02-06,I
1001754,B,2023-01-29,A
1001755,A,2023-01-25,A
1001756,B,2023-02-01,A
1001757,B,2023-01-26,A
1001758,B,2023-02-04,A
1001759,A,2023-02-04,I
1001760,B,2023-01-26,A
1001761,A,2023-01-30,I
1001762,B,2023-01-29,A
1001763,B,2023-01-26,A
1001764,B,2023-01-30,A
1001765,A,2023-01-29,
1001766,A,2023-02-01,I
1001767,B,2023-02-05,A
1001768,A,2023-01-28,I
1001769,B,2023-02-02,I
1001770,B,2023-01-27,A
1001771,B,2023-01-25,A
1001772,B,2023-01-25,I
1001773,B,2023-01-26,A
1001774,B,2023-01-28,A
1001775,A,2023-01-28,A
1001776,A,2023-01-25,I
1001777,B,2023-01-30,I
1001778,A,2023-02-06,I
1001779,A,2023-01-31,A
1001780,A,2023-01-29,A
1001781,A,2023-02-06,A
1001782,A,2023-02-04,A
1001783,B,2023-01-25,A
1001784,B,2023-01-26,I
1001785,A,2023-01-27,I
1001786,B,2023-01-26,A
1001787,A,2023-01-29,I
1001788,A,2023-02-06,I
1001789,A,2023-01-30,A
1001790,B,2023-01-31,I
1001791,B,2023-02-05,A
1001792,B,2023-01-28,A
1001793,B,2023-01-28,A
1001794,B,2023-01-27,A
1001795,B,2023-01-26,A
1001796,A,2023-01-28,A
1001797,A,2023-01-31,A
1001798,B,2023-01-26,A
1001799,A,2023-02-01,A
1001800,A,2023-01-26,A
1001802,A,2023-01-25,I
1001803,A,2023-01-25,A
1001804,A,2023-01-25,A
1001805,A,2023-01-25,A
1001806,A,2023-01-26,I
1001807,B,2023-01-28,A
1001808,B,2023-01-25,A
1001809,B,2023-01-28,A
1001810,B,2023-01-26,I
1001811,A,2023-01-25,A
1001812,B,2023-01-25,I
1001813,A,2023-01-26,A
1001815,B,2023-01-26,I
1001816,A,2023-01-30,A
1001817,A,2023-01-26,I
1001818,A,2023-01-25,A
1001819,B,2023-01-25,I
1001820,A,2023-01-27,A
1001821,A,2023-01-25,A
1001822,A,2023-01-27,A
1001823,B,2023-01-27,A
1001824,B,2023-01-25,A
1001825,B,2023-01-31,I
1001826,A,2023-01-30,A
1001827,B,2023-01-31,I
1001828,A,2023-01-30,I
1001829,A,2023-02-02,I
1001830,A,2023-01-25,I
1001831,B,2023-02-04,I
1001832,A,2023-01-29,A
1001833,B,2023-01-29,A
1001834,A,2023-01-29,A
1001836,B,2023-01-26,I
1001837,B,2023-01-31,A
1001838,A,2023-01-27,I
1001839,A,2023-01-25,A
1001840,B,2023-01-25,I
1001841,A,2023-01-29,A
1001842,A,2023-02-01,A
1001843,A,2023-01-26,I
1001844,B,2023-02-04,I
1001845,A,2023-01-25,I
1001846,A,2023-01-25,A
1001847,A,2023-01-27,A
1001848,A,2023-01-27,I
1001849,B,2023-01-27,A
1001850,B,2023-01-29,I
1001851,A,2023-01-25,A
1001852,A,2023-01-30,I
1001853,A,2023-01-29,I
1001854,A,2023-01-30,I
1001855,A,2023-01-25,A
1001857,B,2023-01-26,A
1001858,A,2023-01-26,A
1001859,B,2023-02-01,A
1001860,A,2023-02-01,A
1001861,B,2023-02-03,I
1001862,A,2023-02-01,A
1001863,A,2023-01-30,I
1001864,A,2023-02-01,A
1001865,B,2023-01-31,I
1001866,B,2023-01-27,A
1001867,B,2023-01-30,A
1001868,B,2023-01-26,I
1001869,A,2023-02-02,A
1001870,B,2023-01-25,A
1001871,A,2023-01-28,I
1001872,B,2023-01-26,I
1001873,B,2023-01-25,A
1001874,B,2023-02-04,A
1001875,A,2023-01-26,A
1001876,B,2023-02-03,A
1001877,B,2023-02-06,A
1001878,A,2023-02-01,A
1001879,A,2023-02-04,A
1001880,A,2023-01-29,A
1001881,A,2023-01-26,A
1001882,A,2023-01-25,A
1001883,B,2023-01-29,A
1001884,B,2023-02-05,I
1001885,B,2023-01-30,A
1001886,B,2023-01-25,I
1001887,A,2023-02-04,A
1001888,A,2023-01-29,I
1001889,A,2023-01-26,I
1001890,A,2023-01-30,A
1001891,B,2023-01-26,I
1001892,A,2023-02-06,A
1001893,A,2023-01-29,I
1001894,A,2023-02-06,I
1001895,A,2023-01-31,I
1001896,B,2023-01-26,I
1001897,B,2023-01-25,A
1001898,B,2023-01-26,A
1001899,A,2023-01-25,A
1001900,A,2023-01-28,I
1001901,B,2023-02-05,A
1001902,A,2023-01-25,A
1001903,B,2023-02-04,I
1001904,B,2023-01-25,A
1001905,A,2023-02-03,A
1001906,A,2023-01-26,I
